 Position(mm),Ancestor_01_T1,Ancestor_02_T1,Ancestor_03_T1,Ancestor_01_T2,Ancestor_02_T2,Ancestor_03_T2,Evolved_01_T1,Evolved_02_T1,Evolved_03_T1,Evolved_01_T2,Evolved_02_T2,Evolved_03_T2,,,,
38.56,1.096156,1.407311,1.034019,0.647155,1.357713,1.473787,0.878774,0.783235,0.626927,0.623402,0.618101,0.497632,,,,
38.65,1.068238,1.372834,1.008397,0.646671,1.312096,1.438475,0.858468,0.773259,0.619942,0.622916,0.608829,0.489052,,,,
38.75,1.045754,1.340161,0.984949,0.644324,1.282747,1.392844,0.83822,0.76376,0.61471,0.621805,0.607932,0.48157,,,,
38.85,1.026391,1.310412,0.965897,0.646114,1.251759,1.367267,0.823087,0.754404,0.609374,0.62539,0.603713,0.475274,,,,
38.94,1.006465,1.279274,0.942478,0.646384,1.216255,1.326986,0.804586,0.745488,0.603284,0.640983,0.599502,0.469297,,,,
39.04,0.987535,1.253468,0.920607,0.649439,1.19313,1.294662,0.787847,0.732904,0.597332,0.653045,0.600817,0.463404,,,,
39.13,0.966336,1.225402,0.90422,0.652717,1.15163,1.2654,0.772061,0.722453,0.594124,0.658927,0.600029,0.458424,,,,
39.23,0.946409,1.19993,0.888318,0.656919,1.132516,1.226507,0.757813,0.715119,0.590251,0.667931,0.604862,0.456308,,,,
39.33,0.926369,1.171602,0.865582,0.663153,1.101527,1.195495,0.745281,0.707173,0.584432,0.67357,0.605325,0.452799,,,,
39.42,0.911561,1.149691,0.848137,0.668555,1.078257,1.170645,0.738083,0.695408,0.578566,0.67991,0.610457,0.449641,,,,
39.52,0.89494,1.126135,0.837158,0.677064,1.0538,1.136101,0.728947,0.687222,0.574625,0.691726,0.613941,0.449039,,,,
39.62,0.877591,1.100979,0.823277,0.684638,1.031155,1.104656,0.717592,0.68048,0.57066,0.704847,0.621491,0.449453,,,,
39.71,0.860826,1.07762,0.806599,0.693432,1.011078,1.083426,0.706742,0.67355,0.565801,0.717735,0.629158,0.450988,,,,
39.81,0.849769,1.056609,0.792916,0.703728,0.986158,1.059089,0.698884,0.665693,0.561385,0.731701,0.635363,0.44887,,,,
39.91,0.832169,1.036382,0.780354,0.714771,0.970624,1.034391,0.689627,0.657669,0.557433,0.746069,0.643643,0.450181,,,,
40,0.818281,1.015954,0.767414,0.725488,0.953467,1.007962,0.68048,0.6505,0.553756,0.757982,0.652037,0.456396,,,,
40.1,0.804469,0.996583,0.753041,0.73913,0.936484,0.984361,0.671632,0.64429,0.549001,0.771223,0.659933,0.463127,,,,
40.2,0.794206,0.977735,0.742239,0.750322,0.925331,0.965636,0.665434,0.638117,0.545162,0.774712,0.670889,0.465883,,,,
40.29,0.780225,0.959443,0.730927,0.762061,0.909397,0.953479,0.657193,0.633034,0.541601,0.780398,0.680214,0.471784,,,,
40.39,0.768583,0.942123,0.719653,0.772802,0.903656,0.942057,0.648653,0.627965,0.53761,0.794408,0.689795,0.48141,,,,
40.49,0.757526,0.924457,0.70836,0.783932,0.89334,0.926068,0.642034,0.622254,0.53405,0.801905,0.698785,0.486638,,,,
40.58,0.746983,0.907915,0.701815,0.794845,0.8856,0.909375,0.633645,0.617375,0.532165,0.798275,0.709377,0.493973,,,,
40.68,0.735998,0.890525,0.692385,0.804826,0.882167,0.895421,0.626172,0.614637,0.530254,0.794167,0.717881,0.508096,,,,
40.77,0.723789,0.874084,0.683197,0.812161,0.879316,0.887488,0.617621,0.60998,0.525591,0.796888,0.726135,0.520633,,,,
40.87,0.71748,0.864259,0.676647,0.819138,0.871122,0.877346,0.615406,0.606038,0.522892,0.796352,0.733065,0.531155,,,,
40.97,0.707917,0.846359,0.668002,0.823187,0.869045,0.873082,0.605658,0.60285,0.519324,0.789713,0.737918,0.543807,,,,
41.06,0.700063,0.833081,0.662006,0.825515,0.867294,0.869054,0.599493,0.599199,0.517163,0.781266,0.740403,0.559241,,,,
41.16,0.691837,0.819396,0.656389,0.823897,0.87265,0.8647,0.592326,0.597428,0.515006,0.770397,0.743442,0.577769,,,,
41.26,0.684885,0.806642,0.649107,0.820563,0.86396,0.862267,0.58554,0.596181,0.512478,0.761688,0.743686,0.589584,,,,
41.35,0.679173,0.795855,0.642978,0.816456,0.865354,0.858457,0.58086,0.591706,0.510346,0.759084,0.740888,0.605048,,,,
41.45,0.673465,0.785179,0.638681,0.810747,0.868717,0.855901,0.576298,0.590445,0.50864,0.747291,0.736474,0.624197,,,,
41.55,0.666395,0.774681,0.635014,0.803083,0.869631,0.855727,0.569974,0.589234,0.507627,0.726757,0.732861,0.638961,,,,
41.64,0.662691,0.76394,0.632129,0.792122,0.871102,0.858715,0.566331,0.589084,0.506109,0.720772,0.72807,0.651066,,,,
41.74,0.657869,0.755668,0.627584,0.779729,0.878437,0.860492,0.562702,0.589755,0.504276,0.712873,0.720459,0.664228,,,,
41.84,0.654756,0.748148,0.624547,0.767481,0.885099,0.864254,0.56081,0.588703,0.503993,0.69826,0.705747,0.675735,,,,
41.93,0.65251,0.740781,0.622144,0.755662,0.882686,0.869383,0.55699,0.589863,0.503975,0.68539,0.691518,0.683032,,,,
42.03,0.650613,0.732302,0.62031,0.742335,0.885117,0.875648,0.553227,0.591723,0.5037,0.673936,0.687044,0.690024,,,,
42.12,0.648209,0.72651,0.617884,0.727962,0.89173,0.881248,0.550755,0.593816,0.50431,0.662684,0.678689,0.693892,,,,
42.22,0.648016,0.720576,0.615472,0.713259,0.894046,0.886197,0.549977,0.595843,0.505106,0.651865,0.662682,0.696332,,,,
42.32,0.648486,0.714921,0.614904,0.699553,0.898826,0.889149,0.548713,0.598853,0.50685,0.639528,0.645892,0.694508,,,,
42.41,0.64877,0.710013,0.614832,0.686318,0.903138,0.89278,0.547583,0.603166,0.509219,0.626559,0.64553,0.692599,,,,
42.51,0.649656,0.705304,0.615156,0.674943,0.904622,0.898183,0.547997,0.6081,0.513043,0.616807,0.640312,0.690709,,,,
42.61,0.651374,0.701037,0.615358,0.667041,0.905037,0.904984,0.549628,0.613577,0.516523,0.60797,0.623396,0.683247,,,,
42.7,0.654244,0.698757,0.615644,0.652041,0.905237,0.910758,0.551368,0.619545,0.521935,0.594308,0.60231,0.678621,,,,
42.8,0.657442,0.696235,0.616795,0.638231,0.906955,0.915359,0.554642,0.626416,0.528005,0.584765,0.593956,0.669621,,,,
42.9,0.66031,0.69264,0.619054,0.636467,0.903318,0.921744,0.556761,0.633685,0.535678,0.57568,0.5864,0.658931,,,,
43,0.664763,0.691898,0.621962,0.624299,0.896131,0.928072,0.56059,0.642176,0.544434,0.564809,0.573453,0.651522,,,,
43.09,0.669771,0.69018,0.626019,0.606227,0.890051,0.925582,0.564918,0.651198,0.554244,0.556599,0.566967,0.640529,,,,
43.19,0.67415,0.690844,0.629198,0.594439,0.883281,0.926434,0.571264,0.661018,0.564963,0.544459,0.551941,0.628935,,,,
43.28,0.680342,0.691607,0.632961,0.595991,0.872962,0.928289,0.578188,0.670719,0.577305,0.536469,0.530875,0.620139,,,,
43.38,0.684954,0.691957,0.637378,0.587027,0.863357,0.927618,0.585233,0.68104,0.590686,0.526217,0.529766,0.607183,,,,
43.47,0.692403,0.693245,0.642343,0.567291,0.852999,0.921148,0.593209,0.691204,0.604878,0.521589,0.527571,0.595629,,,,
43.57,0.699687,0.694867,0.647026,0.559253,0.841956,0.916935,0.601578,0.701485,0.619961,0.515116,0.512187,0.585462,,,,
43.67,0.705638,0.697263,0.652195,0.560081,0.825837,0.911524,0.612084,0.711306,0.635617,0.50215,0.495677,0.571293,,,,
43.76,0.712293,0.700202,0.657706,0.546124,0.806525,0.900284,0.620402,0.720603,0.65092,0.491069,0.49291,0.558836,,,,
43.86,0.718818,0.703855,0.663408,0.531375,0.796764,0.891255,0.629888,0.72835,0.665857,0.49176,0.486052,0.549907,,,,
43.96,0.724548,0.706917,0.668402,0.527511,0.794377,0.876866,0.638897,0.735267,0.680217,0.488901,0.468552,0.538069,,,,
44.05,0.730413,0.711854,0.672552,0.529465,0.770422,0.867144,0.648249,0.740636,0.693657,0.479647,0.463111,0.52652,,,,
44.15,0.736343,0.717384,0.676171,0.511185,0.744473,0.852108,0.658278,0.744458,0.705512,0.471353,0.469008,0.516682,,,,
44.25,0.741022,0.72138,0.679635,0.502959,0.746717,0.835438,0.666709,0.745949,0.715675,0.465415,0.453015,0.505769,,,,
44.35,0.744059,0.725803,0.682637,0.508032,0.740665,0.819916,0.674875,0.745335,0.72449,0.461039,0.436173,0.493244,,,,
44.44,0.746643,0.730629,0.685652,0.495144,0.714526,0.803843,0.680728,0.743597,0.73139,0.457145,0.441018,0.485468,,,,
44.54,0.748347,0.735385,0.686542,0.483682,0.69481,0.795515,0.685561,0.740963,0.735742,0.451014,0.43549,0.475122,,,,
44.63,0.748111,0.740777,0.686444,0.487177,0.690999,0.782765,0.68998,0.736069,0.738852,0.44273,0.418677,0.46413,,,,
44.73,0.746471,0.744967,0.684698,0.483113,0.691281,0.762335,0.693252,0.730476,0.740082,0.443757,0.421507,0.458709,,,,
44.83,0.74251,0.748499,0.682411,0.468388,0.673048,0.742705,0.693771,0.723889,0.740051,0.436765,0.418907,0.448105,,,,
44.92,0.738767,0.752346,0.67827,0.46712,0.650081,0.738662,0.693719,0.716541,0.737498,0.427301,0.406781,0.43732,,,,
45.02,0.733735,0.755328,0.674189,0.465769,0.648684,0.724418,0.692981,0.707795,0.73429,0.429434,0.409178,0.428244,,,,
45.11,0.72718,0.757332,0.669412,0.454545,0.640349,0.713382,0.690799,0.698885,0.730184,0.427036,0.402573,0.423721,,,,
45.21,0.718489,0.758034,0.663777,0.456041,0.628608,0.699653,0.686625,0.690524,0.725556,0.41844,0.393583,0.417206,,,,
45.31,0.711052,0.758475,0.65773,0.455024,0.619367,0.683541,0.682445,0.681442,0.7205,0.415534,0.400215,0.409527,,,,
45.4,0.702045,0.758475,0.651502,0.442181,0.604188,0.670932,0.677572,0.672985,0.714788,0.414168,0.390478,0.402588,,,,
45.5,0.692841,0.756933,0.645092,0.441804,0.605807,0.661008,0.671613,0.66404,0.708791,0.412359,0.383489,0.397252,,,,
45.6,0.683689,0.755029,0.637367,0.446278,0.608459,0.649021,0.665563,0.655575,0.701992,0.411834,0.390363,0.390696,,,,
45.7,0.67484,0.752147,0.631142,0.434909,0.589287,0.638122,0.659182,0.646712,0.694955,0.408703,0.37836,0.384748,,,,
45.79,0.665254,0.747261,0.623754,0.43051,0.572912,0.629952,0.651922,0.638766,0.686901,0.405951,0.372971,0.373508,,,,
45.89,0.655877,0.741774,0.617265,0.435858,0.574037,0.620043,0.644705,0.629801,0.679465,0.402721,0.383407,0.369909,,,,
45.98,0.649216,0.736078,0.609477,0.426318,0.569666,0.612071,0.638549,0.622654,0.671156,0.402501,0.375896,0.369204,,,,
46.08,0.641487,0.729186,0.603404,0.42486,0.56346,0.602038,0.630368,0.614535,0.663284,0.402086,0.369357,0.360068,,,,
46.18,0.632087,0.722028,0.596943,0.432072,0.554572,0.592588,0.622914,0.607116,0.654657,0.40231,0.374659,0.354701,,,,
46.27,0.625078,0.714159,0.589959,0.423427,0.547288,0.584132,0.615109,0.599364,0.645144,0.40486,0.369832,0.352074,,,,
46.37,0.615832,0.707058,0.584448,0.422303,0.540322,0.577479,0.608366,0.591617,0.636905,0.407072,0.371265,0.351185,,,,
46.46,0.609631,0.698395,0.5784,0.426477,0.534027,0.568177,0.600752,0.584612,0.627058,0.41144,0.373577,0.347768,,,,
46.56,0.601599,0.690546,0.571683,0.419717,0.533599,0.561038,0.592746,0.577324,0.617599,0.415683,0.369424,0.340841,,,,
46.66,0.5961,0.683638,0.566081,0.424197,0.530824,0.553304,0.587035,0.569578,0.60816,0.423032,0.37879,0.334057,,,,
46.75,0.589189,0.675534,0.559908,0.425969,0.521816,0.545602,0.579623,0.562673,0.598732,0.429336,0.375276,0.330953,,,,
46.85,0.581621,0.667713,0.554351,0.424064,0.517837,0.540509,0.572475,0.555398,0.589657,0.438295,0.374106,0.32721,,,,
46.95,0.575428,0.660144,0.54877,0.427584,0.519825,0.532889,0.565847,0.548589,0.580713,0.448654,0.381535,0.322998,,,,
47.05,0.569275,0.652597,0.542922,0.434311,0.514979,0.525797,0.557653,0.541869,0.57203,0.462637,0.388177,0.320191,,,,
47.14,0.562611,0.645737,0.537539,0.434375,0.509859,0.518919,0.550965,0.535923,0.563601,0.478409,0.387611,0.3189,,,,
47.24,0.556705,0.638545,0.532711,0.438648,0.506189,0.514241,0.544029,0.530109,0.555447,0.49502,0.392449,0.315608,,,,
47.34,0.550943,0.632138,0.52661,0.445756,0.50677,0.510428,0.536642,0.52455,0.54698,0.513837,0.401861,0.314888,,,,
47.43,0.545774,0.625671,0.52251,0.449349,0.503842,0.505964,0.530475,0.518977,0.541292,0.535237,0.404851,0.314236,,,,
47.53,0.540474,0.618552,0.518042,0.459753,0.495932,0.500643,0.523458,0.514591,0.533375,0.558018,0.41745,0.316273,,,,
47.62,0.533909,0.611783,0.512844,0.472321,0.495527,0.494311,0.5162,0.51028,0.526203,0.582505,0.423296,0.313499,,,,
47.72,0.530329,0.60607,0.508826,0.476733,0.497398,0.491685,0.51151,0.505519,0.52021,0.606729,0.433476,0.313869,,,,
47.81,0.526547,0.59962,0.504528,0.488682,0.499887,0.4904,0.505988,0.501119,0.51405,0.630927,0.451522,0.317327,,,,
47.91,0.519852,0.593351,0.500627,0.503725,0.494791,0.484852,0.50022,0.497281,0.508609,0.654651,0.461311,0.317365,,,,
48.01,0.51559,0.587175,0.497134,0.518759,0.489868,0.482508,0.49496,0.493909,0.504015,0.678218,0.476335,0.319901,,,,
48.1,0.513724,0.58088,0.49368,0.532415,0.499948,0.479365,0.490566,0.490829,0.499427,0.700289,0.49334,0.324795,,,,
48.2,0.509148,0.575402,0.49065,0.55212,0.495374,0.476253,0.485351,0.487127,0.495214,0.720559,0.51035,0.328651,,,,
48.3,0.505197,0.570753,0.487893,0.569601,0.492794,0.476352,0.481113,0.483967,0.491542,0.738472,0.530834,0.335799,,,,
48.4,0.500834,0.565412,0.484487,0.592392,0.497788,0.475153,0.476948,0.481159,0.487499,0.754313,0.546585,0.355407,,,,
48.49,0.496726,0.560978,0.482207,0.613242,0.493578,0.472894,0.473082,0.478118,0.48423,0.767056,0.566494,0.359392,,,,
48.59,0.493277,0.556178,0.479441,0.630276,0.498233,0.472768,0.46893,0.475722,0.480875,0.776209,0.584452,0.3696,,,,
48.69,0.489971,0.552005,0.477079,0.646827,0.500161,0.472582,0.465307,0.473238,0.477638,0.782505,0.602334,0.386854,,,,
48.78,0.488056,0.547795,0.474342,0.66607,0.50205,0.471912,0.462788,0.470953,0.474525,0.786056,0.618365,0.404552,,,,
48.88,0.484835,0.544478,0.472204,0.679001,0.506091,0.473985,0.459767,0.46851,0.471984,0.786307,0.634532,0.42691,,,,
48.97,0.482802,0.540748,0.469934,0.691586,0.509466,0.474331,0.457211,0.467028,0.469254,0.784123,0.647865,0.447685,,,,
49.07,0.480412,0.536832,0.468047,0.702852,0.513044,0.47528,0.454268,0.464917,0.466652,0.779229,0.662186,0.472877,,,,
49.17,0.477145,0.533867,0.466738,0.712225,0.520434,0.479401,0.452232,0.46345,0.464726,0.770632,0.670054,0.4977,,,,
49.26,0.475514,0.530452,0.464517,0.715568,0.526329,0.480232,0.449795,0.462261,0.46229,0.761667,0.680151,0.523967,,,,
49.36,0.473943,0.527577,0.462662,0.717977,0.532616,0.484291,0.447964,0.460738,0.460379,0.749987,0.685033,0.550588,,,,
49.45,0.472928,0.524999,0.46128,0.716667,0.539543,0.492015,0.446946,0.459632,0.45822,0.737659,0.686518,0.575901,,,,
49.55,0.471173,0.521726,0.459739,0.711119,0.5486,0.498126,0.44394,0.458481,0.456578,0.724895,0.68919,0.602108,,,,
49.65,0.46976,0.519169,0.458303,0.704819,0.55874,0.501488,0.442272,0.457578,0.454919,0.709788,0.69041,0.623739,,,,
49.74,0.469021,0.516554,0.456831,0.696151,0.569028,0.507619,0.441034,0.457208,0.453582,0.694671,0.688219,0.645105,,,,
49.84,0.467492,0.514232,0.455722,0.684416,0.580862,0.516016,0.439648,0.456545,0.452074,0.679487,0.683354,0.664817,,,,
49.94,0.466786,0.512016,0.454651,0.670572,0.593457,0.525276,0.438183,0.45614,0.451354,0.664247,0.67815,0.682176,,,,
50.04,0.46592,0.510072,0.453732,0.657107,0.60831,0.536019,0.437193,0.455867,0.449835,0.649503,0.670298,0.696935,,,,
50.13,0.466017,0.508119,0.451989,0.644444,0.626663,0.547105,0.436545,0.455912,0.448617,0.635925,0.65976,0.708604,,,,
50.23,0.466844,0.506616,0.451467,0.631075,0.642251,0.558963,0.435685,0.455669,0.447898,0.622878,0.647045,0.717505,,,,
50.32,0.466064,0.504398,0.450788,0.617174,0.655857,0.572333,0.434596,0.456165,0.447405,0.608612,0.633695,0.723925,,,,
50.42,0.465505,0.503389,0.449925,0.604285,0.670575,0.586808,0.433285,0.456823,0.44631,0.59584,0.623524,0.726933,,,,
50.52,0.46714,0.502183,0.449504,0.591422,0.682976,0.601753,0.433072,0.457672,0.445961,0.583475,0.607462,0.726355,,,,
50.61,0.468216,0.501065,0.448947,0.578898,0.692889,0.617371,0.433138,0.459145,0.445566,0.572254,0.593882,0.724525,,,,
50.71,0.467485,0.499602,0.44876,0.566895,0.699627,0.633742,0.432155,0.460912,0.446027,0.561223,0.581001,0.71983,,,,
50.8,0.469189,0.49871,0.449022,0.555198,0.703971,0.649546,0.432022,0.463488,0.446145,0.549455,0.569689,0.712547,,,,
50.9,0.471297,0.498125,0.448901,0.543907,0.70671,0.665913,0.432514,0.466366,0.446845,0.539338,0.559191,0.702954,,,,
51,0.472781,0.498136,0.449893,0.533722,0.707567,0.681056,0.433304,0.469959,0.44811,0.529913,0.547714,0.692456,,,,
51.09,0.475234,0.498142,0.450704,0.523757,0.706876,0.694888,0.434681,0.474502,0.449907,0.52063,0.536682,0.680804,,,,
51.19,0.477607,0.498079,0.451726,0.513063,0.702086,0.706212,0.436124,0.479919,0.452006,0.50939,0.527948,0.667518,,,,
51.29,0.48125,0.498649,0.453659,0.504739,0.697084,0.715968,0.438652,0.486158,0.45513,0.501048,0.517824,0.654157,,,,
51.39,0.485051,0.499107,0.455742,0.496324,0.691672,0.72206,0.441278,0.493442,0.459449,0.495444,0.508914,0.641282,,,,
51.48,0.489291,0.500101,0.457832,0.488402,0.684031,0.727788,0.444182,0.502146,0.464718,0.485875,0.498808,0.625721,,,,
51.58,0.494875,0.501097,0.460826,0.480252,0.673424,0.730203,0.448249,0.511882,0.471442,0.477426,0.490634,0.612066,,,,
51.68,0.500499,0.503055,0.464638,0.473031,0.66371,0.729618,0.452907,0.523098,0.479692,0.471657,0.481688,0.598121,,,,
51.77,0.505793,0.504763,0.468601,0.466253,0.653052,0.727012,0.458361,0.535229,0.489212,0.465651,0.473219,0.584598,,,,
51.87,0.512217,0.507409,0.474027,0.460195,0.641502,0.721332,0.46494,0.548284,0.500897,0.461574,0.463298,0.571282,,,,
51.96,0.520501,0.510082,0.479642,0.454373,0.628315,0.713858,0.472626,0.562831,0.514168,0.455977,0.45643,0.557898,,,,
52.06,0.528269,0.513162,0.485623,0.449118,0.615831,0.704963,0.481114,0.577793,0.528981,0.452258,0.450203,0.545254,,,,
52.15,0.535496,0.51703,0.492679,0.444219,0.604797,0.694724,0.491182,0.593126,0.545709,0.450798,0.441819,0.533754,,,,
52.25,0.544543,0.520822,0.500236,0.438815,0.5938,0.684116,0.502206,0.608768,0.563339,0.447612,0.434783,0.523272,,,,
52.35,0.553467,0.525278,0.507952,0.434221,0.582173,0.671215,0.51415,0.624296,0.582452,0.44651,0.429346,0.510201,,,,
52.44,0.563249,0.530476,0.516541,0.430453,0.571329,0.658534,0.527256,0.639726,0.601904,0.447203,0.424319,0.500366,,,,
52.54,0.571905,0.535974,0.524553,0.427411,0.560115,0.645131,0.540943,0.654048,0.622225,0.450092,0.419749,0.490706,,,,
52.64,0.580616,0.542422,0.532809,0.423949,0.55075,0.632174,0.555152,0.6676,0.642046,0.450996,0.415436,0.479647,,,,
52.74,0.588617,0.548667,0.540643,0.421636,0.541607,0.619039,0.569551,0.679423,0.66205,0.454868,0.412106,0.469277,,,,
52.83,0.595915,0.555475,0.548462,0.419523,0.533766,0.605111,0.584441,0.690528,0.680904,0.461898,0.410321,0.460308,,,,
52.93,0.602647,0.562731,0.555698,0.417771,0.524129,0.593061,0.598861,0.699387,0.699037,0.469935,0.408747,0.451813,,,,
53.03,0.607737,0.570626,0.562054,0.417291,0.515726,0.579901,0.613372,0.706878,0.714349,0.477789,0.407744,0.443753,,,,
53.12,0.610784,0.578483,0.567425,0.416361,0.508709,0.56695,0.627363,0.711454,0.728603,0.487901,0.409942,0.434959,,,,
53.22,0.612648,0.586369,0.571971,0.416849,0.500544,0.556802,0.640622,0.714729,0.740839,0.499923,0.412206,0.428833,,,,
53.31,0.615218,0.59347,0.575832,0.418875,0.494064,0.545383,0.651614,0.715902,0.751483,0.512897,0.414196,0.422885,,,,
53.41,0.614577,0.600945,0.577933,0.421439,0.487568,0.534843,0.661666,0.715797,0.759393,0.526603,0.420176,0.417319,,,,
53.51,0.612701,0.607875,0.579097,0.42555,0.480956,0.524866,0.670199,0.713305,0.765428,0.539972,0.427084,0.411621,,,,
53.6,0.61037,0.61384,0.579771,0.430292,0.474232,0.51594,0.677226,0.710089,0.769544,0.553203,0.435174,0.408424,,,,
53.7,0.607521,0.619092,0.578649,0.436087,0.468554,0.507497,0.682115,0.705362,0.772184,0.568531,0.444274,0.405332,,,,
53.79,0.602952,0.623502,0.577393,0.442862,0.462789,0.500411,0.685553,0.699718,0.773109,0.581987,0.454128,0.401324,,,,
53.89,0.598707,0.626824,0.574531,0.450289,0.458296,0.491355,0.687199,0.693226,0.772014,0.596643,0.466684,0.39842,,,,
53.99,0.592657,0.629161,0.571527,0.458524,0.45338,0.48391,0.687715,0.685783,0.770409,0.610152,0.479066,0.399203,,,,
54.09,0.587087,0.630652,0.567114,0.4671,0.44759,0.479229,0.686635,0.677752,0.766802,0.623223,0.49161,0.399864,,,,
54.18,0.580594,0.630765,0.562959,0.475967,0.443764,0.471739,0.683694,0.669233,0.762937,0.636071,0.505027,0.40113,,,,
54.28,0.574508,0.630271,0.557915,0.484586,0.441259,0.46468,0.68007,0.661011,0.75774,0.648086,0.517122,0.403931,,,,
54.38,0.567804,0.628243,0.55274,0.493031,0.437348,0.457928,0.675026,0.652,0.751968,0.659629,0.52922,0.408793,,,,
54.47,0.560625,0.626314,0.547575,0.501371,0.433566,0.453225,0.669523,0.642951,0.746111,0.669499,0.541914,0.416921,,,,
54.57,0.553829,0.622741,0.541934,0.509285,0.431397,0.448139,0.663293,0.634724,0.739228,0.679205,0.553569,0.424916,,,,
54.66,0.546398,0.619325,0.536322,0.51715,0.430127,0.444026,0.656026,0.627165,0.733102,0.687284,0.564375,0.434852,,,,
54.76,0.541102,0.615027,0.530415,0.524163,0.42916,0.439872,0.649241,0.618601,0.725296,0.693755,0.575133,0.445847,,,,
54.86,0.534057,0.610224,0.524806,0.530721,0.429201,0.435398,0.641635,0.609907,0.718005,0.69956,0.586308,0.457955,,,,
54.95,0.527645,0.60555,0.519411,0.536335,0.429786,0.432448,0.635045,0.602344,0.70998,0.704256,0.595246,0.472983,,,,
55.05,0.521762,0.599772,0.513901,0.541131,0.432006,0.42955,0.627146,0.594871,0.70192,0.707171,0.603055,0.486302,,,,
55.14,0.515633,0.594359,0.509063,0.545252,0.433571,0.427358,0.620011,0.587798,0.693787,0.70903,0.610581,0.50085,,,,
55.24,0.510502,0.588418,0.504206,0.548286,0.437331,0.42685,0.612804,0.580596,0.685323,0.710059,0.617082,0.515499,,,,
55.34,0.503465,0.582502,0.499351,0.550615,0.440881,0.42525,0.605657,0.573768,0.676682,0.709234,0.622086,0.530831,,,,
55.44,0.498544,0.57666,0.495101,0.552381,0.446022,0.425391,0.598535,0.567344,0.667952,0.707571,0.626927,0.546198,,,,
55.53,0.49409,0.570737,0.490927,0.552602,0.450422,0.427113,0.591933,0.561203,0.659091,0.704932,0.631342,0.560335,,,,
55.63,0.489363,0.564851,0.486615,0.552627,0.456066,0.428742,0.584784,0.554606,0.650277,0.701282,0.634538,0.574101,,,,
55.73,0.485402,0.559603,0.482885,0.551102,0.462658,0.430906,0.578353,0.548573,0.641612,0.697047,0.634883,0.587963,,,,
55.82,0.481319,0.55399,0.479454,0.549175,0.469063,0.434497,0.571575,0.542794,0.633067,0.69065,0.635338,0.600702,,,,
55.92,0.477416,0.548688,0.47593,0.54601,0.475331,0.439102,0.565151,0.537418,0.624639,0.684981,0.635869,0.6126,,,,
56.02,0.473145,0.543806,0.472385,0.541544,0.481526,0.445592,0.558433,0.531705,0.61554,0.677078,0.635404,0.623976,,,,
56.11,0.470187,0.539223,0.469381,0.537236,0.488131,0.452072,0.552455,0.526234,0.607029,0.669004,0.634786,0.634147,,,,
56.21,0.466454,0.534762,0.466024,0.531575,0.494742,0.45946,0.546375,0.520894,0.598446,0.659713,0.63095,0.642485,,,,
56.3,0.462071,0.530517,0.463004,0.525789,0.501122,0.467379,0.539963,0.516142,0.590272,0.648988,0.62705,0.650339,,,,
56.4,0.4589,0.526585,0.460155,0.520053,0.506814,0.476196,0.534075,0.511352,0.582212,0.638284,0.622817,0.656291,,,,
56.49,0.455698,0.522576,0.457249,0.513519,0.512015,0.485511,0.528316,0.507056,0.5743,0.627185,0.618281,0.662071,,,,
56.59,0.451842,0.518827,0.454505,0.506371,0.516964,0.495099,0.522577,0.502834,0.56683,0.616028,0.612494,0.665011,,,,
56.69,0.449369,0.515489,0.451906,0.499068,0.521772,0.503899,0.518157,0.499167,0.559565,0.604714,0.606187,0.667964,,,,
56.78,0.445967,0.512113,0.449576,0.491531,0.526801,0.513109,0.512369,0.495529,0.553109,0.594336,0.599191,0.66935,,,,
56.88,0.443068,0.508943,0.447133,0.490255,0.529901,0.522634,0.507511,0.492547,0.546772,0.583572,0.592136,0.668729,,,,
56.98,0.440874,0.505486,0.444877,0.476038,0.532555,0.530835,0.502724,0.489787,0.541059,0.574066,0.581586,0.669156,,,,
57.08,0.438711,0.502344,0.442315,0.469136,0.535289,0.537623,0.498332,0.487796,0.535073,0.566621,0.571182,0.666009,,,,
57.17,0.436113,0.499388,0.440351,0.462087,0.537817,0.544606,0.49386,0.4857,0.530467,0.560083,0.562077,0.662053,,,,
57.27,0.435029,0.496332,0.438884,0.455541,0.538972,0.551532,0.490383,0.484752,0.526404,0.552864,0.552561,0.659279,,,,
57.37,0.433434,0.492955,0.436911,0.449572,0.538891,0.557495,0.486316,0.484102,0.522692,0.548389,0.542604,0.652882,,,,
57.46,0.432228,0.490257,0.435838,0.444022,0.538239,0.562029,0.483369,0.484142,0.519626,0.545198,0.534756,0.647007,,,,
57.56,0.431862,0.487743,0.434402,0.438997,0.536946,0.566083,0.48063,0.485092,0.517254,0.54331,0.526337,0.640188,,,,
57.65,0.429918,0.485462,0.433647,0.434738,0.535322,0.569791,0.478199,0.4862,0.515326,0.542552,0.519045,0.631975,,,,
57.75,0.429727,0.483581,0.432941,0.430806,0.533167,0.571384,0.47705,0.488271,0.514295,0.543003,0.513913,0.624015,,,,
57.85,0.430091,0.481098,0.43238,0.427472,0.530969,0.572805,0.475655,0.490926,0.513876,0.544864,0.509214,0.615296,,,,
57.94,0.430552,0.479284,0.43272,0.424985,0.527544,0.572792,0.474629,0.493984,0.514456,0.548354,0.504295,0.604527,,,,
58.04,0.431414,0.477514,0.43281,0.423694,0.524102,0.571934,0.474559,0.497895,0.515695,0.553732,0.501445,0.594796,,,,
